,Name,Sex,Abdominal_pain,Abdominal_distention_left_side,Anemia,Anorexia,Blood_in_feaces,Blood_in_urine,Blood_leakage_from_natural_holes_of_dead_animal,Bottle_jaw,Change_in_diet,Changed_milk_taste,Circling,Cough,Constipation,Crepitation,Depression,Dehydration,Dental_pad,Diarrhea,Difficult_movement,Dog_bite,Dyspnea,Eat_cloth_bones,Emaciation,Enlarged_lymph_nodes,Excitements,Facial_distortion,Faulty_drenching,Feet_foul_odor,Feet_lesions,Fever,Gas_accumulation,Hair_loss,Hard_feaces,Hard_Tongue,Head_pressing,Increased_heart_rate,Itching,Itching_in_Nose,Knee_swelling,Lameness,Lose_feaces,Milk_abnormalities,Milk_reduction,Mouth_discharge,Mouth_frothing,Mouth_lesions,Moving_in_circle,Nasal_discharge,Neck_swelling,Necrotic_stomatitis,Ocular_discharge,Oculonasal_discharge,Off_feed,Overfeeding,Paralysis,Pica,Phoyophia,Poor_growth,Pox_lesion,Red_moist_feet,Respiratory_distress,Restlessness,Ruptured_Lymph_Nodes,Salivation,Severe_itching,Skin_lesion_red,Skin_lesion,Sneezing,Subnormal_temperature,Sudden_death,Swollen_joints,Swollen_Jaw,Tachypnea,Teat_hole_blockage,Teats_inflammation,Teats_lesions,Temperature_fluctuation,Ticks_presence,Tick_worry,Tremors,Udder_infection,Udder_inflammation,Udder_lesion,Unable_to_stand,Uncoordinated_movements,Urine_block,Vaginal_infection,Vaginal_discharge,Wasting,Weakness,Weight_loss,Wheezes,Worms_in_feaces,Wounded,Yellow_eyes,Yellow_mucous_membrane,DiseaseName.1
519,Goat,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe itching,Small red patches usually around mouth/ nose/ eyes/ on the head/ under the tail/ between legs,Skin lesion,,,,,,,,,,,,,,,,,,,,,,,Weakness,,,,,,,Mange Infestation
626,Goat,Female,,,,,,,,,,,,,,,,,,,,,,,Emaciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small red patches usually around mouth/ nose/ eyes/ on the head/ under the tail/ between legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mange Infestation
667,Goat,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe itching,Small red patches usually around mouth/ nose/ eyes/ on the head/ under the tail/ between legs,Skin lesion,,,,,,,,,,,,,,,,,,,,,,,Weakness,,,,,,,Mange Infestation
721,Sheep,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe itching,Small red patches usually around mouth/ nose/ eyes/ on the head/ under the tail/ between legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mange Infestation
146,Buffalo,Female,,,,,,,,,,,,,,Crepitation,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,Milk abnormalities - watery/discoloration/clots/flakes/pus,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,Udder infection - Bleeding small cuts on udder,,,,,,,,,,,,,,,,Mastitis
147,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milk abnormalities - watery/discoloration/clots/flakes/pus,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
148,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,Milk abnormalities - watery/discoloration/clots/flakes/pus,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
149,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milk abnormalities - watery/discoloration/clots/flakes/pus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
151,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
152,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teats Inflammation -  reddened/swollen/hot/painful teats,Lesions on teat(s) - Wounds and bruises on teats,,,,,Udder infection - Bleeding small cuts on udder,Udder inflammation,,,,,,,,,,,,,,,Mastitis
154,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
155,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milk abnormalities - watery/discoloration/clots/flakes/pus,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,Udder infection - Bleeding small cuts on udder,,Lesions on udder,,,,,,,,,,,,,,Mastitis
156,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
157,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
160,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teats Inflammation -  reddened/swollen/hot/painful teats,Lesions on teat(s) - Wounds and bruises on teats,,,,,,Udder inflammation,,,,,,,,,,,,,,,Mastitis
165,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,Udder inflammation,Lesions on udder,,,,,,,,,,,,,,Mastitis
167,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teat hole blockage,,Lesions on teat(s) - Wounds and bruises on teats,,,,,Udder infection - Bleeding small cuts on udder,,,,,,,,,,,,,,,,Mastitis
173,Buffalo,Female,,,,,,,,,,,,,,,,,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ocular discharge,,,,,,,,,,,,,,,,,,,,,,,,Teats Inflammation -  reddened/swollen/hot/painful teats,,,,,,Udder infection - Bleeding small cuts on udder,Udder inflammation,,,,,,,,,,,,,,,Mastitis
289,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milk abnormalities - watery/discoloration/clots/flakes/pus,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,Udder infection - Bleeding small cuts on udder,,Lesions on udder,,,,,,,,,,,,,,Mastitis
347,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,Milk abnormalities - watery/discoloration/clots/flakes/pus,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
348,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milk abnormalities - watery/discoloration/clots/flakes/pus,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
349,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milk abnormalities - watery/discoloration/clots/flakes/pus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
350,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,Milk abnormalities - watery/discoloration/clots/flakes/pus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
351,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
352,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teats Inflammation -  reddened/swollen/hot/painful teats,Lesions on teat(s) - Wounds and bruises on teats,,,,,Udder infection - Bleeding small cuts on udder,Udder inflammation,,,,,,,,,,,,,,,Mastitis
353,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
354,Cattle,Female,,,,,,,,,,,,,,Crepitation,,,,,,,,,,,,,,,,,,,,,,,,,,Lameness,,,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
356,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milk abnormalities - watery/discoloration/clots/flakes/pus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teats Inflammation -  reddened/swollen/hot/painful teats,Lesions on teat(s) - Wounds and bruises on teats,,,,,,Udder inflammation,,,,,,,,,,,,,,,Mastitis
357,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,Udder infection - Bleeding small cuts on udder,,Lesions on udder,,,,,,,,,,,,,,Mastitis
358,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lameness,,,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
359,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
360,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
361,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
366,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teats Inflammation -  reddened/swollen/hot/painful teats,Lesions on teat(s) - Wounds and bruises on teats,,,,,,Udder inflammation,,,,,,,,,,,,,,,Mastitis
367,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milk abnormalities - watery/discoloration/clots/flakes/pus,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,Skin lesion,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,Udder infection - Bleeding small cuts on udder,,Lesions on udder,,,,,,,,,,,,,,Mastitis
368,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,Enlargement of lymph nodes,,,,,,,,,,,,,,,,,,Milk abnormalities - watery/discoloration/clots/flakes/pus,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,,,,,,,,,,,,,,,Mastitis
373,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decrease in milk production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teats Inflammation -  reddened/swollen/hot/painful teats,Lesions on teat(s) - Wounds and bruises on teats,,,,,Udder infection - Bleeding small cuts on udder,Udder inflammation,,,,,,,,,,,,,,,Mastitis
377,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lesions on teat(s) - Wounds and bruises on teats,,,,,,,Lesions on udder,,,,,,,,,,,,,,Mastitis
379,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teats Inflammation -  reddened/swollen/hot/painful teats,,,,,,Udder infection - Bleeding small cuts on udder,Udder inflammation,,,,,,,,,,,,,,,Mastitis
627,Goat,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teats Inflammation -  reddened/swollen/hot/painful teats,Lesions on teat(s) - Wounds and bruises on teats,,,,,,Udder inflammation,,,,,,,,,,,,,,,Mastitis
668,Goat,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teats Inflammation -  reddened/swollen/hot/painful teats,Lesions on teat(s) - Wounds and bruises on teats,,,,,Udder infection - Bleeding small cuts on udder,Udder inflammation,,,,,,,,,,,,,,,Mastitis
669,Goat,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teats Inflammation -  reddened/swollen/hot/painful teats,Lesions on teat(s) - Wounds and bruises on teats,,,,,Udder infection - Bleeding small cuts on udder,,Lesions on udder,,,,,,,,,,,,,,Mastitis
670,Goat,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teat hole blockage,,Lesions on teat(s) - Wounds and bruises on teats,,,,,Udder infection - Bleeding small cuts on udder,,,,,,,,,,,,,,,,Mastitis
671,Goat,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teat hole blockage,Teats Inflammation -  reddened/swollen/hot/painful teats,Lesions on teat(s) - Wounds and bruises on teats,,,,,Udder infection - Bleeding small cuts on udder,Udder inflammation,,,,,,,,,,,,,,,Mastitis
,Buffalo,Female,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.9,,,,,,,,,,,,,,,,,,,,,Mastitis
,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,0.9,,,,,,0.9,,,,,,,,,,,,,,,Mastitis
70,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Increased heart rate,,,,,,,,,,,,,,,,,,,,,,,,,,Restlessness,,,,,,,Subnormal temperature,,,,,,,,,,,Tremors,,,,Unable to stand,,,,,,,,,,,,,Milk Fever
,Cattle,Female,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.9,,,,,,,,,,,,0.9,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milk Fever
,Buffalo,Female,,,,0.9,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,0.9,0.9,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,0.9,,,,,,,Milk Fever
,Cattle,Female,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,0.9,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,Milk Fever
,Buffalo ,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,0.9,0.9,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,0.9,,,,0.9,,,,,,,,,,,,,Milk Fever
48,Buffalo,Male,,,,Anorexia,,Blood in urine,,,,,,,,,Depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subnormal temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phosphorus Deficiency
71,Buffalo,Female,,,,Anorexia,,Blood in urine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pica,,,,,,,,,,,,,Subnormal temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phosphorus Deficiency
230,Cattle,Male,,,,,,Blood in urine,,,,,,,,,Depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phosphorus Deficiency
380,Cattle,Female,,,,Anorexia,,Blood in urine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pica,,,,,,,,,,,,,Subnormal temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phosphorus Deficiency
442,Goat,Male,,,,Anorexia,,Blood in urine,,,,,,,,,Depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pica,,,,,,,,,,,,,Subnormal temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phosphorus Deficiency
673,Goat,Female,,,,Anorexia,,Blood in urine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pica,,,,,,,,,,,,,Subnormal temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phosphorus Deficiency
753,Sheep,Male,,,,,,Blood in urine,,,,,,,,,Depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pica,,,,,,,,,,,,,Subnormal temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phosphorus Deficiency
800,Sheep,Female,,,,Anorexia,,Blood in urine,,,,,,,,,Depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phosphorus Deficiency
,Goat,Female,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.9,,,,,,Phosphorus Deficiency
,Goat,Female,,,,0.9,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.9,,,,,,Phosphorus Deficiency
,Sheep,Male,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pica
,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,0.9,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pink Eye
49,Buffalo,Male,,,,Anorexia,,,,,,,,,,,,,,,,,Dyspnea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paralysis,,,,,,,,,Salivation or Excessive salivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plant/Feed Toxicity
72,Buffalo,Female,,,,Anorexia,,,,,,,,,,,Depression,,,,,,Dyspnea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tremors,,,,,,,,,,,,,,,,,Plant/Feed Toxicity
264,Cattle,Male,,,,Anorexia,,,,,,,,,,,Depression,,,,,,Dyspnea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salivation or Excessive salivation,,,,,,,,,,,,,,,,Tremors,,,,,,,,,,,,,,,,,Plant/Feed Toxicity
381,Cattle,Female,,,,Anorexia,,,,,,,,,,,Depression,,,,,,Dyspnea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paralysis,,,,,,,,,Salivation or Excessive salivation,,,,,,,,,,,,,,,,Tremors,,,,,,,,,,,,,,,,,Plant/Feed Toxicity
522,Goat,Male,,,,Anorexia,,,,,,,,,,,Depression,,,,,,Dyspnea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paralysis,,,,,,,,,Salivation or Excessive salivation,,,,,,,,,,,,,,,,Tremors,,,,,,,,,,,,,,,,,Plant/Feed Toxicity
674,Goat,Female,,,,Anorexia,,,,,,,,,,,Depression,,,,,,Dyspnea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salivation or Excessive salivation,,,,,,,,,,,,,,,,Tremors,,,,,,,,,,,,,,,,,Plant/Feed Toxicity
722,Sheep,Male,,,,Anorexia,,,,,,,,,,,,,,,,,Dyspnea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paralysis,,,,,,,,,Salivation or Excessive salivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plant/Feed Toxicity
794,Sheep,Female,,,,Anorexia,,,,,,,,,,,Depression,,,,,,Dyspnea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paralysis,,,,,,,,,,,,,,,,,,,,,,,,,Tremors,,,,,,,,,,,,,,,,,Plant/Feed Toxicity
443,Goat,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,Blisters/lesions in mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPR
523,Goat,Male,,,,,,,,,,,,,,,,,,Diarrhea,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,Blisters/lesions in mouth,,,,Necrotic stomatitis,,Oculonasal discharge,,,,,,,,,Respiratory distress,,,,,,Skin lesion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPR
524,Goat,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Necrotic stomatitis,,Oculonasal discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPR
525,Goat,Male,,,,,,,,,,,,,,,,,,Diarrhea,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,Blisters/lesions in mouth,,,,Necrotic stomatitis,,Oculonasal discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPR
526,Goat,Male,,,,,,,,,,,,,,,Depression,,,Diarrhea,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,Necrotic stomatitis,,Oculonasal discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPR
527,Goat,Male,,,,,,,,,,,,,,,Depression,,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blisters/lesions in mouth,,,,Necrotic stomatitis,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPR
528,Goat,Male,,,,,,,,,,,,,,,,,,Diarrhea,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,Necrotic stomatitis,,Oculonasal discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPR
529,Goat,Male,,,,,,,,,,,,,,,Depression,,,Diarrhea,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,Necrotic stomatitis,,Oculonasal discharge,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPR
530,Goat,Male,,,,,,,,,,,,,Constipation,,,,,Diarrhea,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,Blisters/lesions in mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPR
531,Goat,Male,,,,,,,,,,,,,,,,,,Diarrhea,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,Blisters/lesions in mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPR
628,Goat,Female,,,,Anorexia,,,,,,,,,,,,,,Diarrhea,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,Blisters/lesions in mouth,,Discharge from nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Temperature fluctuation,,,,,,,,,,,,,,,,,,,,PPR
675,Goat,Female,,,,,,,,,,,,,,,,,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blisters/lesions in mouth,,,,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPR
676,Goat,Female,,,,,,,,,,,,,,,,,,Diarrhea,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,Necrotic stomatitis,,Oculonasal discharge,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPR
677,Goat,Female,,,,,,,,,,,,,,,Depression,,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPR
678,Goat,Female,,,,Anorexia,,,,,,,,,,,,,,,,,Dyspnea,,,,,,,,,,,,,,,,,,,,,,,,,Blisters/lesions in mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPR
,Goat,Female,,,,0.9,,,,,,,,,,,0.9,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,0.9,,,0.9,0.9,,,,,,,,,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPR
